id,xcenter,ycenter,aperture_sum,aper_radius,aperture_sum_bkgsub,fluxerr,inst. mag,filter,exptime,dateobs,ra,dec,RAJ2000,DEJ2000,TIC,GAIA,Tmag,Bmag,Vmag,distance
1,685.3408212205745,528.2582586991631,210553.06392075293,8.218520086745919,1357.7324432554014,36.84742112082474,-6.084610478332393,Johnson V,5.0,2022-07-02T00:12:09,276.7096431847244,6.392667487509395,276.70961255798,6.39277295558,414958902,4477213173685169408,12.778,16.577,13.930,0.000109771958437387
1,900.0357924135334,545.1664752336516,307670.5618519228,9.513637408560706,27376.84886651172,165.4595082384561,-9.346033635301845,Johnson V,5.0,2022-07-02T00:12:09,276.63446593104794,6.385801020407721,276.63446415421,6.38582028178,26027455,4477212967526806912,10.508,11.041,10.738,1.9342144648270506e-05
1,916.3345731191885,559.9148140321217,296440.6492306476,9.384316699449641,23555.000980352517,153.47638574175676,-9.18278280578362,Johnson V,5.0,2022-07-02T00:12:09,276.62881873987396,6.380591779844103,276.62873095266,6.38072447788,26027479,4477212963219991040,10.274,11.687,10.979,0.00015880863406611155
1,67.12452476876808,594.2066333768371,226272.18132722162,8.49252512696237,1069.2569791826827,32.699495090638365,-5.825280223249986,Johnson V,5.0,2022-07-02T00:12:09,276.92654269712324,6.372448553913373,276.91921606194,6.36699223758,319711433,4477165963402884224,12.957,15.671,14.141,0.00909891505772156
1,890.0475291413561,611.5778197340338,250713.56138893432,8.971133256760062,1606.6236151781632,40.08270967859038,-6.2673603546886305,Johnson V,5.0,2022-07-02T00:12:09,276.63826352683395,6.362729575240175,276.62704447402,6.34842391793,26027621,4477212761368341248,11.786,13.178,12.400,0.018137711635834452
1,399.68647934678194,624.3591498559077,236312.5574981667,8.689813267384157,2366.2900546027813,48.644527488739996,-6.687744935190468,Johnson V,5.0,2022-07-02T00:12:09,276.81016399769055,6.360504406787758,276.81021481197,6.36038228488,319338513,4477166684957503488,12.741,14.143,13.353,0.00013215204040278406
1,753.8029075186413,642.4191694283347,237194.0865568217,8.701835925986595,2788.234472698532,52.80373540478488,-6.865898220039601,Johnson V,5.0,2022-07-02T00:12:09,276.6861521968778,6.352621970390477,276.68636992595,6.35266751896,414959056,4477212245972204800,12.217,14.760,13.326,0.000221133977043632
1,922.4400178908022,652.3808078549141,241721.26223697368,8.72424934101438,6376.856594284938,79.85522271138525,-7.764091615362208,Johnson V,5.0,2022-07-02T00:12:09,276.6270904684134,6.348376066071551,276.62704447402,6.34842391793,26027621,4477212761368341248,11.786,13.178,12.400,6.617718206205011e-05
1,240.33230883544988,662.6208457173736,242117.07664405965,8.783813323059722,2312.920954010042,48.092836826392784,-6.662976965786173,Johnson V,5.0,2022-07-02T00:12:09,276.8661560527324,6.347895110715465,276.86612115164,6.34776661334,319338460,4477166062177120768,12.706,14.140,13.428,0.00013309684957911447
1,318.32597717782903,693.333092147907,231550.14716851892,8.604994764672332,2283.4771249595215,47.78574185841967,-6.649066652562921,Johnson V,5.0,2022-07-02T00:12:09,276.8389626524667,6.3368659419917694,276.83887074744,6.33677325465,319338396,4477165654165288576,12.661,14.714,13.548,0.00013013293142101598
1,111.17718087727945,719.7732544767538,272461.70833944215,9.31812159077758,2078.8098144773976,45.59396686489779,-6.547111885527141,Johnson V,5.0,2022-07-02T00:12:09,276.9116371735086,6.328576740739765,276.91152515418,6.32845703704,319711639,4477165757244411392,11.297,15.578,13.720,0.000163477331955077
1,517.9449383014494,725.3538079488391,234028.3197057721,8.640913476601796,3139.881545997516,56.03464594335826,-6.994858150035663,Johnson V,5.0,2022-07-02T00:12:09,276.76916100971624,6.324832000662298,276.76916331003,6.32477025659,319338339,4477165031380699264,12.475,14.271,13.269,6.178638757123903e-05
1,808.1352501352748,750.071843179694,254441.58460633352,8.957500660094942,5750.6140838805295,75.83280348161031,-7.651860548275642,Johnson V,5.0,2022-07-02T00:12:09,276.6675800468611,6.314902941229325,276.66771993105,6.31485120413,414959195,4477211657545622656,11.996,12.409,12.580,0.00014834951535008947
1,258.74678881057054,775.6679274013311,257768.41295005742,9.092456323443606,414.04181895250804,20.3480175681197,-4.79518550876835,Johnson V,5.0,2022-07-02T00:12:09,276.8601790281161,6.308484022546753,276.86217429493,6.31404552786,319338285,4477165379287325824,9.983,12.582,11.012,0.005904517029056077
1,850.0209203439479,924.8217707644335,249735.93878523418,8.917557105698624,3112.3681986041775,55.7886027661939,-6.98530241204522,Johnson V,5.0,2022-07-02T00:12:09,276.6536507996607,6.253886713992686,276.65381320295,6.25384408877,414959451,4476788964048713344,11.793,14.505,12.948,0.00016696933365357926
1,685.0374276759884,938.6996594744455,249078.9002602513,8.937715773855855,1683.4173233729962,41.029468962844206,-6.3180544691932825,Johnson V,5.0,2022-07-02T00:12:09,276.7115174683145,6.249826413556607,276.71161542609,6.24991042512,414959476,4476788757890283392,12.060,15.365,13.504,0.00012860771681939563
1,987.0913441312579,959.1471655448044,247022.57369741157,8.887355895279278,2467.627419348428,49.675219368900905,-6.7332739574494695,Johnson V,5.0,2022-07-02T00:12:09,276.60576350689485,6.241292000905129,276.60582477231,6.24132269339,26028090,4476835525799357824,11.540,15.003,13.154,6.819909821825031e-05
