Timestamp (JD), Filter, Obj1 : Magnitude (Centroid), Obj2 : Magnitude (Centroid), Ref1 : Magnitude (Centroid), Obj3 : Magnitude (Centroid), Obj4 : Magnitude (Centroid), Obj5 : Magnitude (Centroid), Ref2 : Magnitude (Centroid), Obj6 : Magnitude (Centroid), Obj7 : Magnitude (Centroid), Obj8 : Magnitude (Centroid), Obj9 : Magnitude (Centroid), Obj10 : Magnitude (Centroid), Obj11 : Magnitude (Centroid), Obj12 : Magnitude (Centroid), Obj13 : Magnitude (Centroid), Obj14 : Magnitude (Centroid), Obj15 : Magnitude (Centroid), Obj16 : Magnitude (Centroid), Ref3 : Magnitude (Centroid), Obj17 : Magnitude (Centroid), Obj18 : Magnitude (Centroid), Obj19 : Magnitude (Centroid), Ref4 : Magnitude (Centroid), Ref5 : Magnitude (Centroid), Obj20 : Magnitude (Centroid), Obj21 : Magnitude (Centroid), Obj22 : Magnitude (Centroid), Obj23 : Magnitude (Centroid), Obj24 : Magnitude (Centroid), Obj25 : Magnitude (Centroid), Obj26 : Magnitude (Centroid), Obj27 : Magnitude (Centroid), Obj28 : Magnitude (Centroid), Obj29 : Magnitude (Centroid), Obj30 : Magnitude (Centroid), Obj31 : Magnitude (Centroid), Obj32 : Magnitude (Centroid), Obj33 : Magnitude (Centroid), Obj34 : Magnitude (Centroid), Obj35 : Magnitude (Centroid), Obj36 : Magnitude (Centroid), Obj37 : Magnitude (Centroid), Obj38 : Magnitude (Centroid), Obj39 : Magnitude (Centroid), Obj40 : Magnitude (Centroid), Obj41 : Magnitude (Centroid), Obj42 : Magnitude (Centroid), Obj43 : Magnitude (Centroid), Obj44 : Magnitude (Centroid), Obj45 : Magnitude (Centroid), Obj46 : Magnitude (Centroid), Obj47 : Magnitude (Centroid), Obj48 : Magnitude (Centroid), Obj49 : Magnitude (Centroid), Obj50 : Magnitude (Centroid)
2459762.5107638887, Johnson B, 8.317, 8.553, 8.959, 12.812, 12.946, 9.260, 12.805, 9.866, 9.331, 7.775, 9.887, 9.062, 13.418, 11.369, 11.802, 10.061, 10.781, 12.688, 14.581, 10.488, 10.035, 10.544, 9.784, 12.349, 12.960, 14.087, 10.338, 14.548, 11.818, 14.634, 14.135, 13.757, 14.200, 13.388, 11.549, 10.856, 9.231, 10.651, 10.791, 8.765, 12.849, 10.001, 13.457, 8.925, 11.794, 13.690, 13.752, 13.135, 15.104, 13.776, 14.239, 13.277, 11.463, 11.309, 12.765
2459762.5078472220, Johnson V, 8.160, 8.248, 8.226, 12.200, 12.224, 8.988, 11.942, 9.506, 8.994, 7.665, 9.507, 8.763, 12.343, 10.895, 11.052, 9.783, 10.368, 11.763, 13.856, 10.074, 9.661, 9.936, 9.498, 11.202, 11.654, 13.411, 9.975, 13.197, 11.203, 13.695, 13.577, 12.772, 13.095, 12.602, 11.059, 10.506, 8.322, 10.417, 10.438, 8.440, 12.366, 9.624, 13.096, 8.520, 11.284, 12.349, 12.779, 12.482, 13.545, 13.165, 12.931, 12.150, 10.950, 10.874, 12.274
